ETPL_Inst_Code|ETPL_CIP_Code|ETPL_Credential|ETPL_CIP_USHE|ETPL_Program_USHE|ETPL_IPEDS|ETPL_Deg_Intent|ETPL_Year|ETPL_Key|Created_Date|Modified_Date|Inactive
3677|110101|BS|NULL|Computer Science- BS|5|5|2022|36772022110101BS55|2022-09-06 11:06:18.713|NULL|N
3677|110401|CT|NULL|IT Support & Web Development - CC|NULL|0|2022|36772022110401CT00|2022-09-06 11:06:18.713|NULL|N
3677|110801|CT|CP_DIGT|Digital Design - CP|NULL|0|2022|36772022110801CTCP_DIGT00|2022-09-06 11:06:18.713|NULL|N
3677|110801|CT|CP_DIGT|Digital Design - CP|1B|1B|2022|36772022110801CTCP_DIGT1B1B|2022-09-06 11:06:18.713|NULL|N
3677|111004|CT|CP_WEBBUS|Web Business - CP|NULL|0|2022|36772022111004CTCP_WEBBUS00|2022-09-06 11:06:18.713|NULL|N
3677|120401|AS|NULL|Cosmetology - AAS|3|3|2022|36772022120401AS33|2022-09-06 11:06:18.713|NULL|N
3677|131202|BS|NULL|Elementary Education|5|5|2022|36772022131202BS55|2022-09-06 11:06:18.713|NULL|N
3677|131303|BS|NULL|Business Teacher Education|5|5|2022|36772022131303BS55|2022-09-06 11:06:18.713|NULL|N
3677|131311|BS|NULL|Mathematics Teacher Education|5|5|2022|36772022131311BS55|2022-09-06 11:06:18.713|NULL|N
3677|131327|BS|NULL|Health Education and Promotion (all emphases)|5|5|2022|36772022131327BS55|2022-09-06 11:06:18.713|NULL|N
3677|141001|BS|NULL|Computer Engineering|5|5|2022|36772022141001BS55|2022-09-06 11:06:18.713|NULL|N
3677|141901|BS|NULL|Mechanical Engineering|5|5|2022|36772022141901BS55|2022-09-06 11:06:18.713|NULL|N
3677|144501|BS|NULL|Biological Engineering|5|5|2022|36772022144501BS55|2022-09-06 11:06:18.713|NULL|N
3677|150406|CT|NULL|Automated Manufacturing|NULL|0|2022|36772022150406CT00|2022-09-06 11:06:18.713|NULL|N
3677|151302|CT|CC_EDDT|Engineering Drafting and Design Technology - CC|2|2|2022|36772022151302CTCC_EDDT22|2022-09-06 11:06:18.713|NULL|N
3677|151501|BS|NULL|Technology Systems: (All Emphases)|5|5|2022|36772022151501BS55|2022-09-06 11:06:18.713|NULL|N
3677|190902|BS|NULL|Outdoor Product Design and Development - all emphases|5|5|2022|36772022190902BS55|2022-09-06 11:06:18.713|NULL|N
3677|220001|BS|NULL|Law and Constitutional Studies|5|5|2022|36772022220001BS55|2022-09-06 11:06:18.713|NULL|N
3677|260101|BS|NULL|Biology, All emphasis|5|5|2022|36772022260101BS55|2022-09-06 11:06:18.713|NULL|N
3677|310505|BS|NULL|Kinesiology- All Emphases|5|5|2022|36772022310505BS55|2022-09-06 11:06:18.713|NULL|N
3677|420101|BS|NULL|Psychology|5|5|2022|36772022420101BS55|2022-09-06 11:06:18.713|NULL|N
3677|430104|AS|NULL|Criminal Justice: AS|3|3|2022|36772022430104AS33|2022-09-06 11:06:18.713|NULL|N
3677|430107|CT|NULL|Police Officers Standards Training (POST) - Certificate of Proficiency|NULL|0|2022|36772022430107CT00|2022-09-06 11:06:18.713|NULL|N
3677|430107|CT|NULL|Police Officers Standards Training (POST) - Certificate of Proficiency|1B|1B|2022|36772022430107CTNULL1B1B|2022-09-06 11:06:18.713|NULL|N
3677|451101|BS|NULL|Sociology|5|5|2022|36772022451101BS55|2022-09-06 11:06:18.713|NULL|N
3677|460301|CT|NDUG_WDEV_ELECAP|Apprentice Electrician|NULL|0|2022|36772022460301CTNDUG_WDEV_ELECAP00|2022-09-06 11:06:18.713|NULL|N
3677|460415|CT|NULL|Construction Technology & Construction Management|NULL|0|2022|36772022460415CT00|2022-09-06 11:06:18.713|NULL|N
3677|470604|AS|AAS_AUTO|Automotive Technology - AAS|NULL|0|2022|36772022470604ASAAS_AUTO00|2022-09-06 11:06:18.713|NULL|N
3677|470604|CT|CC_AUTO|Automotive Technology - CC|NULL|0|2022|36772022470604CTCC_AUTO00|2022-09-06 11:06:18.713|NULL|N
3677|470604|CT|CC_AUTO|Automotive Technology - CC|2|2|2022|36772022470604CTCC_AUTO22|2022-09-06 11:06:18.713|NULL|N
3677|470605|AS|NULL|Diesel & Heavy Equipment Mechanics - AAS|3|3|2022|36772022470605AS33|2022-09-06 11:06:18.713|NULL|N
3677|479999|AS|NULL|General Technology (AAS Degree)|3|3|2022|36772022479999AS33|2022-09-06 11:06:18.713|NULL|N
3677|480501|CT|NULL|CNC Machinist - Certificate of Completion|2|2|2022|36772022480501CT22|2022-09-06 11:06:18.713|NULL|N
3677|480508|AS|AAS_WELD|Welding - AAS|2|2|2022|36772022480508ASAAS_WELD22|2022-09-06 11:06:18.713|NULL|N
3677|480508|CT|CC_WELD|Welding Technology - CC|2|2|2022|36772022480508CTCC_WELD22|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_1|Commercial Driver's License (CDL)|NULL|0|2022|36772022490202CTCC_HETR_100|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_3|Heavy Equipment & Trucking - CC|NULL|0|2022|36772022490202CTCC_HETR_300|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_2|Heavy Equipment Operator - Certificate of Proficiency|NULL|0|2022|36772022490202CTCC_HETR_200|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_2|Heavy Equipment Operator - Certificate of Proficiency|1B|1B|2022|36772022490202CTCC_HETR_21B1B|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_3|Heavy Equipment & Trucking - CC|1B|1B|2022|36772022490202CTCC_HETR_31B1B|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_1|Commercial Driver's License (CDL)|1B|1B|2022|36772022490202CTCC_HETR_11B1B|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_1|Commercial Driver's License (CDL)|2|2|2022|36772022490202CTCC_HETR_122|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_3|Heavy Equipment & Trucking - CC|2|2|2022|36772022490202CTCC_HETR_322|2022-09-06 11:06:18.713|NULL|N
3677|490202|CT|CC_HETR_2|Heavy Equipment Operator - Certificate of Proficiency|2|2|2022|36772022490202CTCC_HETR_222|2022-09-06 11:06:18.713|NULL|N
3677|510801|CT|51.1004|Medical Assistant Certificate - CC|2|2|2022|36772022510801CT51.100422|2022-09-06 11:06:18.713|NULL|N
3677|510805|CT|51.0805|Pharmacy Technician- Certificate of Completion|2|2|2022|36772022510805CT51.080522|2022-09-06 11:06:18.713|NULL|N
3677|510904|CT|51.0904|Emergency Medical Technician and First Responders - Certificate of Proficiency|NULL|0|2022|36772022510904CT51.090400|2022-09-06 11:06:18.713|NULL|N
3677|510904|CT|51.0904|Emergency Medical Technician and First Responders - Certificate of Proficiency|1B|1B|2022|36772022510904CT51.09041B1B|2022-09-06 11:06:18.713|NULL|N
3677|510909|AS|51.0909|Surgical Technology- AAS|3|3|2022|36772022510909AS51.090933|2022-09-06 11:06:18.713|NULL|N
3677|511009|CT|51.1009|Phlebotomy - Certificate of Proficiency|NULL|0|2022|36772022511009CT51.100900|2022-09-06 11:06:18.713|NULL|N
3677|511009|CT|51.1009|Phlebotomy - Certificate of Proficiency|1B|1B|2022|36772022511009CT51.10091B1B|2022-09-06 11:06:18.713|NULL|N
3677|513801|AS|AAS_NURS_RN|Nursing (RN) - AAS|3|3|2022|36772022513801ASAAS_NURS_RN33|2022-09-06 11:06:18.713|NULL|N
3677|513901|CT|NULL|Practical Nurse (PN)|2|2|2022|36772022513901CT22|2022-09-06 11:06:18.713|NULL|N
3677|513902|CT|NDUG_WDEV_CNA|Certified Nursing Assistant (CNA)|NULL|0|2022|36772022513902CTNDUG_WDEV_CNA00|2022-09-06 11:06:18.713|NULL|N
3677|513902|CT|NDUG_WDEV_CNA|Certified Nursing Assistant (CNA)|1B|1B|2022|36772022513902CTNDUG_WDEV_CNA1B1B|2022-09-06 11:06:18.713|NULL|N
3677|520201|BS|NULL|Management- BA, BS (all emphases)|5|5|2022|36772022520201BS55|2022-09-06 11:06:18.713|NULL|N
3677|520302|CT|CC_ACCT_2|Accounting Practices: CC|NULL|0|2022|36772022520302CTCC_ACCT_200|2022-09-06 11:06:18.713|NULL|N
3677|520302|CT|CC_ACCT_2|Accounting Practices: CC|1B|1B|2022|36772022520302CTCC_ACCT_21B1B|2022-09-06 11:06:18.713|NULL|N
3677|520801|BS|NULL|Finance: BS, BA|5|5|2022|36772022520801BS55|2022-09-06 11:06:18.713|NULL|N
