CIP_CODE|CIP_COURSE|CIP_SHORT|SHORT_COURSE|PERKINS|CIP1999|PERKINS_PROGRAM|PERKINS_SECTION|NON_TRAD|UCAT_APPROVED|CIPTitle_2010
360108|Sports and Exercise|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360108|NULL|NULL|NULL|NULL|Sports and Exercise.
360109|Travel and Exploration|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360109|NULL|NULL|NULL|NULL|Travel and Exploration.
360110|Art|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360110|NULL|NULL|NULL|NULL|Art.
360111|Collecting|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360111|NULL|NULL|NULL|NULL|Collecting.
360112|Cooking and Other Domestic Skills|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360112|NULL|NULL|NULL|NULL|Cooking and Other Domestic Skills.
360113|Computer Games and Programming Skills|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360113|NULL|NULL|NULL|NULL|Computer Games and Programming Skills.
360114|Dancing|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360114|NULL|NULL|NULL|NULL|Dancing.
360115|Music|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360115|NULL|NULL|NULL|NULL|Music.
360116|Reading|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360116|NULL|NULL|NULL|NULL|Reading.
360117|Theatre/Theater|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360117|NULL|NULL|NULL|NULL|Theatre/Theater.
360118|Writing|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360118|NULL|NULL|NULL|NULL|Writing.
360119|Aircraft Pilot (Private)|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|490107|NULL|NULL|NULL|NULL|Aircraft Pilot (Private).
360199|Leisure and Recreational Activities, Other|36|LEISURE AND RECREATIONAL ACTIVITIES|NULL|360199|NULL|NULL|NULL|NULL|Leisure and Recreational Activities, Other.
370100|Personal Awareness and Self-Improvement|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370100|NULL|NULL|NULL|NULL|NULL
370101|Self-Awareness and Personal Assessment|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370101|NULL|NULL|NULL|NULL|Self-Awareness and Personal Assessment.
370102|Stress Management and Coping Skills|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370102|NULL|NULL|NULL|NULL|Stress Management and Coping Skills.
370103|Personal Decision-Making Skills|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370103|NULL|NULL|NULL|NULL|Personal Decision-Making Skills.
370104|Self-Esteem and Values Clarification|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370104|NULL|NULL|NULL|NULL|Self-Esteem and Values Clarification.
370199|Personal Awareness and Self-Improvement, Oth|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|NULL|370199|NULL|NULL|NULL|NULL|Personal Awareness and Self-Improvement, Other.
380100|Philosophy|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|380100|NULL|NULL|NULL|NULL|NULL
380101|Philosophy|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|380101|NULL|NULL|NULL|NULL|Philosophy.
380102|Logic|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Logic.
380103|Ethics|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Ethics.
380199|Philosophy, Other|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Philosophy, Other.
380200|Religion/Religious Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|380200|NULL|NULL|NULL|NULL|NULL
380201|Religion/Religious Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|380201|NULL|NULL|NULL|NULL|Religion/Religious Studies.
380202|Buddhist Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Buddhist Studies.
380203|Christian Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Christian Studies.
380204|Hindu Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Hindu Studies.
380205|Islamic Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|050204|NULL|NULL|NULL|NULL|Islamic Studies.
380206|Jewish/Judaic Studies|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|050205|NULL|NULL|NULL|NULL|Jewish/Judaic Studies.
380299|Religion/Religious Studies, Other|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Religion/Religious Studies, Other.
389900|Philosophy and Religious Studies, Other|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|389900|NULL|NULL|NULL|NULL|NULL
389999|Philosophy and religious Studies, Other|38|PHILOSOPHY AND RELIGIOUS STUDIES|NULL|389999|NULL|NULL|NULL|NULL|Philosophy and Religious Studies, Other.
390200|Bible/Biblical Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390200|NULL|NULL|NULL|NULL|NULL
390201|Bible/Biblical Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390201|NULL|NULL|NULL|NULL|Bible/Biblical Studies.
390300|Missions/Missionary Studies and Missiology|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390300|NULL|NULL|NULL|NULL|NULL
390301|Missions/Missionary Studies & Misology|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390301|NULL|NULL|NULL|NULL|Missions/Missionary Studies and Missiology.
390400|Religious Education|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390400|NULL|NULL|NULL|NULL|NULL
390401|Religious Education|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390401|NULL|NULL|NULL|NULL|Religious Education.
390500|Religious/Sacred Music|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390500|NULL|NULL|NULL|NULL|NULL
390501|Religious/Sacred Music|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390501|NULL|NULL|NULL|NULL|Religious/Sacred Music.
390600|Theological and Ministerial Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390600|NULL|NULL|NULL|NULL|NULL
390601|Theology/Theological Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390601|NULL|NULL|NULL|NULL|Theology/Theological Studies.
390602|Divinity/Ministry (BD, MDiv)|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390602|NULL|NULL|NULL|NULL|Divinity/Ministry.
390604|Rabbinical & Talmudic Studies (MHL/Rav)|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390604|NULL|NULL|NULL|NULL|Pre-Theology/Pre-Ministerial Studies.
390605|Rabbinical Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390603|NULL|NULL|NULL|NULL|Rabbinical Studies.
390606|Talmudic Studies|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390603|NULL|NULL|NULL|NULL|Talmudic Studies.
390699|Theological & Ministerial Studies, Other|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390699|NULL|NULL|NULL|NULL|Theological and Ministerial Studies, Other.
390700|Pastoral Counseling and Specialized Ministries|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390700|NULL|NULL|NULL|NULL|NULL
390701|Pastoral Studies/Counseling|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|390701|NULL|NULL|NULL|NULL|Pastoral Studies/Counseling.
390702|Youth Minstry|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|NEW|NULL|NULL|NULL|NULL|Youth Ministry.
390799|Pastoral Counseling and Spec Ministries, Oth|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|NEW|NULL|NULL|NULL|NULL|Pastoral Counseling and Specialized Ministries, Other.
399900|Theology and Religious Vocations, Other|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|399900|NULL|NULL|NULL|NULL|NULL
399999|Theology and Religious Vocations, Other|39|THEOLOGY AND RELIGIOUS VOCATIONS|NULL|399999|NULL|NULL|NULL|NULL|Theology and Religious Vocations, Other.
400100|Physical Sciences|40|PHYSICAL SCIENCES|NULL|400100|NULL|NULL|NULL|NULL|NULL
400101|Physical Sciences|40|PHYSICAL SCIENCES|NULL|400101|NULL|NULL|NULL|NULL|Physical Sciences.
400200|Astronomy and Astrophysics|40|PHYSICAL SCIENCES|NULL|400200|NULL|NULL|NULL|NULL|NULL
400201|Astronomy|40|PHYSICAL SCIENCES|NULL|400201|NULL|NULL|NULL|NULL|Astronomy.
400202|Astrophysics|40|PHYSICAL SCIENCES|NULL|400301|NULL|NULL|NULL|NULL|Astrophysics.
400203|Planetary Astronomy and Science|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Planetary Astronomy and Science.
400299|Astronomy and Astrophysics, Other|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Astronomy and Astrophysics, Other.
400400|Atmospheric Sciences and Meterology|40|PHYSICAL SCIENCES|NULL|400400|NULL|NULL|NULL|NULL|NULL
400401|Atmospheric Sciences & Meteorology|40|PHYSICAL SCIENCES|NULL|400401|NULL|NULL|NULL|NULL|Atmospheric Sciences and Meteorology, General.
400402|Atmospheric Chemistry and Climatology|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Atmospheric Chemistry and Climatology.
400403|Atmospheric Physics and Dynamics|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Atmospheric Physics and Dynamics.
400404|Meteorology|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Meteorology.
400499|Atmospheric Sciences and Meteorology, Other|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Atmospheric Sciences and Meteorology, Other.
400500|Chemistry|40|PHYSICAL SCIENCES|NULL|400500|NULL|NULL|NULL|NULL|NULL
400501|Chemistry, General|40|PHYSICAL SCIENCES|NULL|400501|NULL|NULL|NULL|NULL|Chemistry, General.
400502|Analytical Chemistry|40|PHYSICAL SCIENCES|NULL|400502|NULL|NULL|NULL|NULL|Analytical Chemistry.
400503|Inorganic Chemistry|40|PHYSICAL SCIENCES|NULL|400503|NULL|NULL|NULL|NULL|Inorganic Chemistry.
400504|Organic Chemistry|40|PHYSICAL SCIENCES|NULL|400504|NULL|NULL|NULL|NULL|Organic Chemistry.
400506|Physical & Theoretical Chemistry|40|PHYSICAL SCIENCES|NULL|400506|NULL|NULL|NULL|NULL|Physical Chemistry.
400507|Polymer Chemistry|40|PHYSICAL SCIENCES|NULL|400507|NULL|NULL|NULL|NULL|Polymer Chemistry.
400508|Chemical Physics|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Chemical Physics.
400599|Chemistry, Other|40|PHYSICAL SCIENCES|Y|400599|PHYSICAL SCIENCES|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Chemistry, Other.
400600|Geological and Earth Sciences/Geosciences|40|PHYSICAL SCIENCES|NULL|400600|NULL|NULL|NULL|NULL|NULL
400601|Geology/Earth Science, General|40|PHYSICAL SCIENCES|NULL|400703|NULL|NULL|NULL|NULL|Geology/Earth Science, General.
400602|Geochemistry|40|PHYSICAL SCIENCES|NULL|400602|NULL|NULL|NULL|NULL|Geochemistry.
400603|Geophysics & Seismology|40|PHYSICAL SCIENCES|NULL|400603|NULL|NULL|NULL|NULL|Geophysics and Seismology.
400604|Paleontology|40|PHYSICAL SCIENCES|NULL|400604|NULL|NULL|NULL|NULL|Paleontology.
400605|Hydrology and Water Resources Science|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Hydrology and Water Resources Science.
400606|Geochemistry and Petrology|40|PHYSICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Geochemistry and Petrology.
400607|Oceanography, Chemical and Physical|40|PHYSICAL SCIENCES|NULL|400702|NULL|NULL|NULL|NULL|Oceanography, Chemical and Physical.
400699|Geological and Earth Sciences/Geosciences, Other|40|PHYSICAL SCIENCES|NULL|400699|NULL|NULL|NULL|NULL|Geological and Earth Sciences/Geosciences, Other.
400800|Physics|40|PHYSICAL SCIENCES|NULL|400800|NULL|NULL|NULL|NULL|NULL
400801|Physics, General|40|PHYSICAL SCIENCES|NULL|400801|NULL|NULL|NULL|NULL|Physics, General.
400802|Atomic/Molecular Physics|40|PHYSICAL SCIENCES|NULL|400802|NULL|NULL|NULL|NULL|Atomic/Molecular Physics.
400804|Elementary Particle Physics|40|PHYSICAL SCIENCES|NULL|400804|NULL|NULL|NULL|NULL|Elementary Particle Physics.
400805|Plasma & High-Temperature Physics|40|PHYSICAL SCIENCES|NULL|400805|NULL|NULL|NULL|NULL|Plasma and High-Temperature Physics.
400806|Nuclear Physics|40|PHYSICAL SCIENCES|NULL|400806|NULL|NULL|NULL|NULL|Nuclear Physics.
400807|Optics/Optical Sciences|40|PHYSICAL SCIENCES|NULL|400807|NULL|NULL|NULL|NULL|Optics/Optical Sciences.
400808|Solid State & Low-Temperature Physics|40|PHYSICAL SCIENCES|NULL|400808|NULL|NULL|NULL|NULL|Condensed Matter and Materials Physics.
400809|Acoustics|40|PHYSICAL SCIENCES|NULL|400809|NULL|NULL|NULL|NULL|Acoustics.
400810|Theoretical & Mathematical Physics|40|PHYSICAL SCIENCES|NULL|400810|NULL|NULL|NULL|NULL|Theoretical and Mathematical Physics.
400899|Physics, Other|40|PHYSICAL SCIENCES|NULL|400899|NULL|NULL|NULL|NULL|Physics, Other.
409900|Physical Sciences, Other|40|PHYSICAL SCIENCES|NULL|409900|NULL|NULL|NULL|NULL|NULL
409999|Physical Sciences, Other|40|PHYSICAL SCIENCES|NULL|400701|NULL|NULL|NULL|NULL|Physical Sciences, Other.
410100|Biology Technician/Biotechnology Lab Tech|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410100|NULL|NULL|NULL|NULL|NULL
410101|Biology Technician/Biotechnology Lab Tech|41|SCIENCE TECHNOLOGIES/TECHNICIANS|Y|410101|SCIENCE TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Biology Technician/Biotechnology Laboratory Technician.
410200|Nuclear and Industrial Radiologic Technol/Tech|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410200|NULL|NULL|NULL|NULL|NULL
410204|Industrial Radiologic Tech/Technician|41|SCIENCE TECHNOLOGIES/TECHNICIANS|Y|410204|SCIENCE TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Industrial Radiologic Technology/Technician.
410205|Nuclear/Nuclear Power Tech/Technician|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410205|NULL|NULL|NULL|NULL|Nuclear/Nuclear Power Technology/Technician.
410299|Nuclear & Indus Radiologic Technol/Tech, Other|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410299|NULL|NULL|NULL|NULL|Nuclear and Industrial Radiologic Technologies/Technicians, Other.
410300|Physical Science Technologies/Technicians|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410300|NULL|NULL|NULL|NULL|NULL
410301|Chemical Tech/Technician|41|SCIENCE TECHNOLOGIES/TECHNICIANS|Y|410301|SCIENCE TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Chemical Technology/Technician.
410399|Physical Science Technol/Technicians, Other|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|410399|NULL|NULL|NULL|NULL|Physical Science Technologies/Technicians, Other.
419900|Science Technologies/Technicians, Other|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|419900|NULL|NULL|NULL|NULL|NULL
419999|Science Technol/Technicians, Other|41|SCIENCE TECHNOLOGIES/TECHNICIANS|NULL|419999|NULL|NULL|NULL|NULL|Science Technologies/Technicians, Other.
420100|Psychology, General|42|PSYCHOLOGY|NULL|420100|NULL|NULL|NULL|NULL|NULL
420101|Psychology, General|42|PSYCHOLOGY|NULL|420101|NULL|NULL|NULL|NULL|Psychology, General.
420200|Clinical Psychology|42|PSYCHOLOGY|NULL|420200|NULL|NULL|NULL|NULL|NULL
420201|Clinical Psychology|42|PSYCHOLOGY|NULL|420201|NULL|NULL|NULL|NULL|Clinical Psychology.
420300|Cognitive Psychology and Psycholinguistics|42|PSYCHOLOGY|NULL|420300|NULL|NULL|NULL|NULL|NULL
420301|Cognitive Psychology & Psycholinguistics|42|PSYCHOLOGY|NULL|420301|NULL|NULL|NULL|NULL|Cognitive Psychology and Psycholinguistics.
420400|Community Psychology|42|PSYCHOLOGY|NULL|420400|NULL|NULL|NULL|NULL|NULL
420401|Community Psychology|42|PSYCHOLOGY|NULL|420401|NULL|NULL|NULL|NULL|Community Psychology.
420500|Comparative Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
420501|Comparative Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Comparative Psychology.
420600|Counseling Psychology|42|PSYCHOLOGY|NULL|420600|NULL|NULL|NULL|NULL|NULL
420601|Counseling Psychology|42|PSYCHOLOGY|NULL|420601|NULL|NULL|NULL|NULL|Counseling Psychology.
420700|Developmental and Child Psychology|42|PSYCHOLOGY|NULL|420700|NULL|NULL|NULL|NULL|NULL
420701|Developmental & Child Psychology|42|PSYCHOLOGY|NULL|420701|NULL|NULL|NULL|NULL|Developmental and Child Psychology.
420800|Experimental Psychology|42|PSYCHOLOGY|NULL|420800|NULL|NULL|NULL|NULL|NULL
420801|Experimental Psychology|42|PSYCHOLOGY|NULL|420801|NULL|NULL|NULL|NULL|Experimental Psychology.
420900|Industrial and Organizational Psychology|42|PSYCHOLOGY|NULL|420900|NULL|NULL|NULL|NULL|NULL
420901|Industrial & Organizational Psychology|42|PSYCHOLOGY|NULL|420901|NULL|NULL|NULL|NULL|Industrial and Organizational Psychology.
421000|Personality Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
421001|Personality Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Personality Psychology.
421100|Physiological Psychology/Psychobiology|42|PSYCHOLOGY|NULL|421100|NULL|NULL|NULL|NULL|NULL
421101|Physiological Psychology/Psychobiology|42|PSYCHOLOGY|NULL|421101|NULL|NULL|NULL|NULL|Physiological Psychology/Psychobiology.
421600|Social Psychology|42|PSYCHOLOGY|NULL|421600|NULL|NULL|NULL|NULL|NULL
421601|Social Psychology|42|PSYCHOLOGY|NULL|421601|NULL|NULL|NULL|NULL|Social Psychology.
421700|School Psychology|42|PSYCHOLOGY|NULL|421700|NULL|NULL|NULL|NULL|NULL
421701|School Psychology|42|PSYCHOLOGY|NULL|421701|NULL|NULL|NULL|NULL|School Psychology.
421800|Educational Psychology|42|PSYCHOLOGY|NULL|130800|NULL|NULL|NULL|NULL|NULL
421801|Educational Psychology|42|PSYCHOLOGY|NULL|130802|NULL|NULL|NULL|NULL|Educational Psychology.
421900|Psychometrics and Quantitative Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
421901|Psychometrics and Quantitative Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Psychometrics and Quantitative Psychology.
422000|Clinical Child Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422001|Clinical Child Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Clinical Child Psychology.
422100|Environmental Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422101|Environmental Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Environmental Psychology.
422200|Geropsychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422201|Geropsychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Geropsychology.
422300|Health Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422301|Health/Medical Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Health/Medical Psychology.
422400|Psychopharmacology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422401|Psychopharmacology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Psychopharmacology.
422500|Family Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422501|Family Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Family Psychology.
422600|Forensic Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|NULL
422601|Forensic Psychology|42|PSYCHOLOGY|NULL|NEW|NULL|NULL|NULL|NULL|Forensic Psychology.
429900|Psychology, Other|42|PSYCHOLOGY|NULL|429900|NULL|NULL|NULL|NULL|NULL
429999|Psychology, Other|42|PSYCHOLOGY|NULL|429999|NULL|NULL|NULL|NULL|Psychology, Other.
430100|Criminal Justice and Corrections|43|SECURITY AND PROTECTIVE SERVICES|NULL|430100|NULL|NULL|NULL|NULL|NULL
430102|Corrections/Correctional Administration|43|SECURITY AND PROTECTIVE SERVICES|NULL|430102|NULL|NULL|NULL|NULL|Corrections.
430103|Criminal Justice/Law Enforcement Admin|43|SECURITY AND PROTECTIVE SERVICES|Y|430103|SECURITY AND PROTECTIVE SERVICES|LEGAL AND PROTECTIVE SERVICES|NULL|NULL|Criminal Justice/Law Enforcement Administration.
430104|Criminal Justice/Safety Studies|43|SECURITY AND PROTECTIVE SERVICES|Y|430104|SECURITY AND PROTECTIVE SERVICES|LEGAL AND PROTECTIVE SERVICES|F|NULL|Criminal Justice/Safety Studies.
430106|Forensic Science and Technology|43|SECURITY AND PROTECTIVE SERVICES|NULL|430106|NULL|NULL|NULL|NULL|Forensic Science and Technology.
430107|Criminal Justice/Police Science|43|SECURITY AND PROTECTIVE SERVICES|Y|430107|SECURITY AND PROTECTIVE SERVICES|LEGAL AND PROTECTIVE SERVICES|F|Y|Criminal Justice/Police Science.
430109|Security & Loss Prevention Services|43|SECURITY AND PROTECTIVE SERVICES|NULL|430109|NULL|NULL|NULL|NULL|Security and Loss Prevention Services.
430110|Juvenile Corrections|43|SECURITY AND PROTECTIVE SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Juvenile Corrections.
430111|Criminalistics and Criminal Science|43|SECURITY AND PROTECTIVE SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Criminalistics and Criminal Science.
430112|Securities Services Administration/Management|43|SECURITY AND PROTECTIVE SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Securities Services Administration/Management.
430113|Corrections Administration|43|SECURITY AND PROTECTIVE SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Corrections Administration.
430199|Corrections and Criminal Justice, Other|43|SECURITY AND PROTECTIVE SERVICES|NULL|430199|NULL|NULL|NULL|NULL|Corrections and Criminal Justice, Other.
430200|Fire Protection|43|SECURITY AND PROTECTIVE SERVICES|NULL|430200|NULL|NULL|NULL|NULL|NULL
430201|Fire Protection & Safety Tech/Technician|43|SECURITY AND PROTECTIVE SERVICES|Y|430201|SECURITY AND PROTECTIVE SERVICES|LEGAL AND PROTECTIVE SERVICES|NULL|NULL|Fire Prevention and Safety Technology/Technician.
430202|Fire Services Administration|43|SECURITY AND PROTECTIVE SERVICES|NULL|430202|NULL|NULL|NULL|NULL|Fire Services Administration.
430203|Fire Science/Firefighting|43|SECURITY AND PROTECTIVE SERVICES|Y|430203|SECURITY AND PROTECTIVE SERVICES|LEGAL AND PROTECTIVE SERVICES|F|Y|Fire Science/Fire-fighting.
430299|Fire Protection, Other|43|SECURITY AND PROTECTIVE SERVICES|NULL|430299|NULL|NULL|NULL|NULL|Fire Protection, Other.
439900|Security and Protective Services, Other|43|SECURITY AND PROTECTIVE SERVICES|NULL|439900|NULL|NULL|NULL|NULL|NULL
439999|Security and Protective Services, Other|43|SECURITY AND PROTECTIVE SERVICES|NULL|439999|NULL|NULL|NULL|NULL|Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.
440000|Human Services, General|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|NEW|NULL|NULL|NULL|NULL|Human Services, General.
440200|Community Organization and Advocacy|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440200|NULL|NULL|NULL|NULL|NULL
440201|Community Organization and Advocacy|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440201|NULL|NULL|NULL|NULL|Community Organization and Advocacy.
440400|Public Administration|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440400|NULL|NULL|NULL|NULL|NULL
440401|Public Administration|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440401|NULL|NULL|NULL|NULL|Public Administration.
440500|Public Policy Analysis|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440500|NULL|NULL|NULL|NULL|NULL
440501|Public Policy Analysis|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440501|NULL|NULL|NULL|NULL|Public Policy Analysis, General.
440700|Social Work|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|440700|NULL|NULL|NULL|NULL|NULL
440701|Social Work|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|Y|440701|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|HUMAN SERVICES|NULL|NULL|Social Work.
440702|Youth Services/Administration|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|NEW|NULL|NULL|NULL|NULL|Youth Services/Administration.
440799|Social Work, Other|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|NEW|NULL|NULL|NULL|NULL|Social Work, Other.
449900|Public Admin and Social Service Professions, Oth|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|449900|NULL|NULL|NULL|NULL|NULL
449999|Public Admin and Social Service Professions, Oth|44|PUBLIC ADMIN AND SOCIAL SERVICE PROFESSIONS|NULL|449999|NULL|NULL|NULL|NULL|Public Administration and Social Service Professions, Other.
450100|Social Sciences, General|45|SOCIAL SCIENCES|NULL|450100|NULL|NULL|NULL|NULL|NULL
450101|Social Sciences, General|45|SOCIAL SCIENCES|NULL|450101|NULL|NULL|NULL|NULL|Social Sciences, General.
450200|Anthroplogy|45|SOCIAL SCIENCES|NULL|450200|NULL|NULL|NULL|NULL|NULL
450201|Anthropology|45|SOCIAL SCIENCES|NULL|450201|NULL|NULL|NULL|NULL|Anthropology.
450202|Physical Anthroplogy|45|SOCIAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Physical and Biological Anthropology.
450299|Anthroplogy, Other|45|SOCIAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Anthropology, Other.
450300|Archeology|45|SOCIAL SCIENCES|NULL|450300|NULL|NULL|NULL|NULL|NULL
450301|Archeology|45|SOCIAL SCIENCES|Y|450301|SOCIAL SCIENCES|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Archeology.
450400|Criminology|45|SOCIAL SCIENCES|NULL|450400|NULL|NULL|NULL|NULL|NULL
