CIP_CODE|CIP_COURSE|CIP_SHORT|SHORT_COURSE|PERKINS|CIP1999|PERKINS_PROGRAM|PERKINS_SECTION|NON_TRAD|UCAT_APPROVED|CIPTitle_2010
NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
000000|DISTANCE LEARNING|00|BELOW THE LINE - NOT COUNTED|NULL|NONE|NULL|NULL|NULL|Y|DISTANCE LEARNING
004000|DRIVERS EDUCATION|00|BELOW THE LINE - NOT COUNTED|NULL|NONE|NULL|NULL|NULL|Y|NULL
005000|CLASSES OFFERED - NOT COUNTED|00|BELOW THE LINE - NOT COUNTED|NULL|NONE|NULL|NULL|NULL|Y|CLASSES OFFERED - NOT COUNTED
010000|Agriculture, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020101|NULL|NULL|NULL|NULL|Agriculture, General.
010100|Agricultural Business and Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010100|NULL|NULL|NULL|NULL|NULL
010101|Agricultural Bus & Mgmt, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010101|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Agricultural Business and Management, General.
010102|Agribusiness/Agricultural Business Operations|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010102|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|NULL|NULL|Agribusiness/Agricultural Business Operations.
010103|Agricultural Economics|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010103|NULL|NULL|NULL|NULL|Agricultural Economics.
010104|Farm & Ranch Mgmt|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010104|NULL|NULL|F|Y|Farm/Farm and Ranch Management.
010105|Agricultural/Farm Supp Retailing and Wholesaling|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010501|NULL|NULL|NULL|NULL|Agricultural/Farm Supplies Retailing and Wholesaling.
010106|Agricultural Business Technology|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Agricultural Business Technology.
010199|Agricultural Bus & Mgmt, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010199|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Agricultural Business and Management, Other.
010200|Agricultural Mechanization|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010200|NULL|NULL|NULL|NULL|NULL
010201|Agricultural Mechanization, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010201|NULL|NULL|NULL|NULL|Agricultural Mechanization, General.
010204|Agricultural Power Machinery Operation|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010204|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Agricultural Power Machinery Operation.
010205|Agricultural Mech and Equip/Machine Tech|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Agricultural Mechanics and Equipment/Machine Technology.
010299|Agricultural Mechanization, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010299|NULL|NULL|NULL|NULL|Agricultural Mechanization, Other.
010300|Agricultural Production Operations|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010300|NULL|NULL|NULL|NULL|NULL
010301|Agriculatural Production Operations, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010301|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|NULL|NULL|Agricultural Production Operations, General.
010302|Animal/Livestock Husbandry and Production|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010302|NULL|NULL|F|NULL|Animal/Livestock Husbandry and Production.
010303|Aquaculture|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010303|NULL|NULL|NULL|NULL|Aquaculture.
010304|Crop Production|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010304|NULL|NULL|NULL|NULL|Crop Production.
010306|Dairy Husbandry and Production|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|Y|Dairy Husbandry and Production.
010307|Horse Husbandry/Equine Science and Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Horse Husbandry/Equine Science and Management.
010399|Agricultural Production Operations, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010399|NULL|NULL|NULL|NULL|Agricultural Production Operations, Other.
010400|Agricultural and Food Products Processing|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010400|NULL|NULL|NULL|NULL|NULL
010401|Agricultural and Food Products Processing|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010401|NULL|NULL|NULL|NULL|Agricultural and Food Products Processing.
010500|Agricultural and Domestic Animal Services|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010500|NULL|NULL|NULL|NULL|NULL
010504|Dog/Pet/Animal Grooming|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Dog/Pet/Animal Grooming.
010505|Animal Training|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010505|NULL|NULL|NULL|NULL|Animal Training.
010507|Equestrian/Equine Studies|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010507|NULL|NULL|NULL|NULL|Equestrian/Equine Studies.
010508|Taxidermy/taxidermist|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Taxidermy/Taxidermist.
010599|Agricultural and Domestic Animals Services, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010599|NULL|NULL|NULL|NULL|Agricultural and Domestic Animal Services, Other.
010600|Applied Horti/Horticultural Business Services|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010600|NULL|NULL|NULL|NULL|NULL
010601|Applied Horticulture/Horticultural Oper, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010601|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Applied Horticulture/Horticulture Operations, General.
010603|Ornamental Horticulture|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010603|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Ornamental Horticulture.
010604|Greenhouse Oper & Mgmt|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010604|NULL|NULL|NULL|NULL|Greenhouse Operations and Management.
010605|Landscaping and Groundskeeping|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|010605|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|NULL|Y|Landscaping and Groundskeeping.
010606|Plant Nursery Operations and Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010606|NULL|NULL|NULL|NULL|Plant Nursery Operations and Management.
010607|Turf and Turfgrass Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010607|NULL|NULL|NULL|NULL|Turf and Turfgrass Management.
010608|Floriculture/Floristry Operations and Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Floriculture/Floristry Operations and Management.
010699|Applied Horticulture/Horticultural Bus Serv,Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010699|NULL|NULL|NULL|NULL|Applied Horticulture/Horticultural Business Services, Other.
010700|International Agriculture|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010700|NULL|NULL|NULL|NULL|NULL
010701|International Agriculture|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|010701|NULL|NULL|NULL|NULL|International Agriculture.
010800|Agricultural Public Services|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
010801|Agricultural and Extension education Services|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020102|NULL|NULL|NULL|NULL|Agricultural and Extension Education Services.
010802|Agricultural Communication/Journalism|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Agricultural Communication/Journalism.
010899|Agricultural Public Services, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Agricultural Public Services, Other.
010900|Animal Sciences|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020200|NULL|NULL|NULL|NULL|NULL
010901|Animal Sciences, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020201|NULL|NULL|NULL|NULL|Animal Sciences, General.
010902|Agricultural Animal Breeding|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020202|NULL|NULL|NULL|NULL|Agricultural Animal Breeding.
010903|Animal Health|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020203|NULL|NULL|NULL|NULL|Animal Health.
010904|Animal Nutrition|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020204|NULL|NULL|NULL|NULL|Animal Nutrition.
010905|Dairy Science|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|020206|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Dairy Science.
010906|Livestock Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|F|Y|Livestock Management.
010907|Poultry Science|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020209|NULL|NULL|NULL|NULL|Poultry Science.
010999|Animal Sciences, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|Y|020299|AGRICULTURE, CONSER/RENEWABLE NATURAL RESOURCES|AGRICULTURE AND NATURAL RESOURCES|F|NULL|Animal Sciences, Other.
011000|Food Science and Technology|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020300|NULL|NULL|NULL|NULL|NULL
011001|Food Science|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020301|NULL|NULL|NULL|NULL|Food Science.
011002|Food Technology and Processing|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Food Technology and Processing.
011099|Food Science and Technology, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Food Science and Technology, Other.
011100|PLANT SCIENCES|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020400|NULL|NULL|NULL|NULL|NULL
011101|Plant Sciences, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020401|NULL|NULL|NULL|NULL|Plant Sciences, General.
011102|Agronomy & Crop Science|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020402|NULL|NULL|NULL|NULL|Agronomy and Crop Science.
011103|Horticulture Science|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020403|NULL|NULL|NULL|NULL|Horticultural Science.
011104|Agricultural and Horticultural Plant Breeding|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020405|NULL|NULL|NULL|NULL|Agricultural and Horticultural Plant Breeding.
011105|Plant Protection and Integrated Pest Management|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020408|NULL|NULL|NULL|NULL|Plant Protection and Integrated Pest Management.
011106|Range Science & Mgmt|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020409|NULL|NULL|NULL|NULL|Range Science and Management.
011199|Plant Sciences, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020499|NULL|NULL|NULL|NULL|Plant Sciences, Other.
011200|Soil Sciences|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020500|NULL|NULL|NULL|NULL|NULL
011201|Soil Science and Agronomy, General|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|020501|NULL|NULL|NULL|NULL|Soil Science and Agronomy, General.
019900|Agriculture Operations and Related Sciences, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|029900|NULL|NULL|NULL|NULL|NULL
019999|Agriculture Operations and Related Sciences, Other|01|AGRICULTURE OPERATIONS, AND RELATED SCIENCES|NULL|029999|NULL|NULL|NULL|NULL|Agriculture, Agriculture Operations, and Related Sciences, Other.
030100|Natural Resources Conservation and Research|03|NATURAL RESOURCES AND CONSERVATION|NULL|030100|NULL|NULL|NULL|NULL|NULL
030101|Natural Resources/Conservation, General|03|NATURAL RESOURCES AND CONSERVATION|NULL|030101|NULL|NULL|NULL|NULL|Natural Resources/Conservation, General.
030103|Environmental Studies|03|NATURAL RESOURCES AND CONSERVATION|NULL|030102|NULL|NULL|NULL|NULL|Environmental Studies.
030104|Environmental Science|03|NATURAL RESOURCES AND CONSERVATION|NULL|030102|NULL|NULL|NULL|NULL|Environmental Science.
030199|Natural Resources Conservation and Research, Other|03|NATURAL RESOURCES AND CONSERVATION|NULL|NEW|NULL|NULL|NULL|NULL|Natural Resources Conservation and Research, Other.
030200|Natural Resource Management and Policy|03|NATURAL RESOURCES AND CONSERVATION|NULL|030200|NULL|NULL|NULL|NULL|NULL
030201|Natural Res Mgmt & Policy|03|NATURAL RESOURCES AND CONSERVATION|NULL|030201|NULL|NULL|NULL|NULL|Natural Resources Management and Policy.
030204|Natural Resource Economics|03|NATURAL RESOURCES AND CONSERVATION|NULL|NEW|NULL|NULL|NULL|NULL|Natural Resource Economics.
030205|Water, Wetlands, and Marine Resources Management|03|NATURAL RESOURCES AND CONSERVATION|NULL|NEW|NULL|NULL|NULL|NULL|Water, Wetlands, and Marine Resources Management.
030206|Land Use Planning and Management/Development|03|NATURAL RESOURCES AND CONSERVATION|NULL|NEW|NULL|NULL|NULL|NULL|Land Use Planning and Management/Development.
030299|Natural Resources Management and Policy, Other|03|NATURAL RESOURCES AND CONSERVATION|NULL|030203|NULL|NULL|NULL|NULL|Natural Resources Management and Policy, Other.
030300|Fishing and Fisheries Sciences and Management|03|NATURAL RESOURCES AND CONSERVATION|NULL|030300|NULL|NULL|NULL|NULL|NULL
030301|Fishing & Fisheries Sciences & Mgmt|03|NATURAL RESOURCES AND CONSERVATION|NULL|030301|NULL|NULL|NULL|NULL|Fishing and Fisheries Sciences and Management.
030500|Forestry|03|NATURAL RESOURCES AND CONSERVATION|NULL|030500|NULL|NULL|NULL|NULL|NULL
030501|Forestry, General|03|NATURAL RESOURCES AND CONSERVATION|NULL|030501|NULL|NULL|NULL|NULL|Forestry, General.
030502|Forest Sciences and Biology|03|NATURAL RESOURCES AND CONSERVATION|NULL|030502|NULL|NULL|NULL|NULL|Forest Sciences and Biology.
030506|Forest Management/Forest Resources Management|03|NATURAL RESOURCES AND CONSERVATION|NULL|030506|NULL|NULL|NULL|NULL|Forest Management/Forest Resources Management.
030508|Urban Forestry|03|NATURAL RESOURCES AND CONSERVATION|NULL|NEW|NULL|NULL|NULL|NULL|Urban Forestry.
030509|Wood Science and Prod/Pulp and Paper Technology|03|NATURAL RESOURCES AND CONSERVATION|NULL|030509|NULL|NULL|NULL|NULL|Wood Science and Wood Products/Pulp and Paper Technology.
030511|Forestry Technology/Technician|03|NATURAL RESOURCES AND CONSERVATION|NULL|030401|NULL|NULL|NULL|NULL|Forest Technology/Technician.
030599|Forestry, Other|03|NATURAL RESOURCES AND CONSERVATION|NULL|030405|NULL|NULL|NULL|NULL|Forestry, Other.
030600|Wildlife and Wildlands Science and Management|03|NATURAL RESOURCES AND CONSERVATION|NULL|030600|NULL|NULL|NULL|NULL|NULL
030601|Wildlife and Wildlands Science and Management|03|NATURAL RESOURCES AND CONSERVATION|NULL|030601|NULL|NULL|NULL|NULL|Wildlife, Fish and Wildlands Science and Management.
039900|Natural Resources and Conservation, Other|03|NATURAL RESOURCES AND CONSERVATION|NULL|039900|NULL|NULL|NULL|NULL|NULL
039999|Natural Resources and Conservation, Other|03|NATURAL RESOURCES AND CONSERVATION|NULL|039999|NULL|NULL|NULL|NULL|Natural Resources and Conservation, Other.
040200|Architecture|04|ARCHITECTURE AND RELATED SERVICES|NULL|040200|NULL|NULL|NULL|NULL|NULL
040201|Architecture(BArch,BA/BS,MArch,MA/MS,PhD)|04|ARCHITECTURE AND RELATED SERVICES|Y|040201|ARCHITECTURE AND RELATED PROGRAMS|CONSTRUCTION|F|NULL|Architecture.
040300|City/Urban, Community and Regional Planning|04|ARCHITECTURE AND RELATED SERVICES|NULL|040300|NULL|NULL|NULL|NULL|NULL
040301|City/Urban, Community and Regional Planning|04|ARCHITECTURE AND RELATED SERVICES|NULL|040701|NULL|NULL|NULL|NULL|City/Urban, Community and Regional Planning.
040400|Environmental Design|04|ARCHITECTURE AND RELATED SERVICES|NULL|040400|NULL|NULL|NULL|NULL|NULL
040401|Environmental Design/Architecture|04|ARCHITECTURE AND RELATED SERVICES|NULL|040401|NULL|NULL|NULL|NULL|Environmental Design/Architecture.
040500|Interior Architecture|04|ARCHITECTURE AND RELATED SERVICES|NULL|040500|NULL|NULL|NULL|NULL|NULL
040501|Interior Architecture|04|ARCHITECTURE AND RELATED SERVICES|NULL|040501|NULL|NULL|NULL|NULL|Interior Architecture.
040600|Landscape Architecture|04|ARCHITECTURE AND RELATED SERVICES|NULL|040600|NULL|NULL|NULL|NULL|NULL
040601|Landscape Architecture (BS,BSLA,BLA,MSLA,MLA,PhD)|04|ARCHITECTURE AND RELATED SERVICES|NULL|040601|NULL|NULL|NULL|NULL|Landscape Architecture.
040800|Architectural History and Criticism|04|ARCHITECTURE AND RELATED SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
040801|Architectural History and Criticism, General|04|ARCHITECTURE AND RELATED SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Architectural History and Criticism, General.
040900|Architectural Technology/Technician|04|ARCHITECTURE AND RELATED SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
040901|Architectural Technology/Technician|04|ARCHITECTURE AND RELATED SERVICES|NULL|NEW|NULL|NULL|NULL|NULL|Architectural Technology/Technician.
049900|Architecture and Related Services, Other|04|ARCHITECTURE AND RELATED SERVICES|NULL|049900|NULL|NULL|NULL|NULL|NULL
049999|Architecture and Related Services, Other|04|ARCHITECTURE AND RELATED SERVICES|NULL|049999|NULL|NULL|NULL|NULL|Architecture and Related Services, Other.
050100|Area Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050100|NULL|NULL|NULL|NULL|NULL
050101|African Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050101|NULL|NULL|NULL|NULL|African Studies.
050102|American/United States Studies/Civilization|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050102|NULL|NULL|NULL|NULL|American/United States Studies/Civilization.
050103|Asian Studies/Civilization|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050103|NULL|NULL|NULL|NULL|Asian Studies/Civilization.
050104|East Asian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050104|NULL|NULL|NULL|NULL|East Asian Studies.
050105|Central/Middle and Eastern European Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050105|NULL|NULL|NULL|NULL|Russian, Central European, East European and Eurasian Studies.
050106|European Studies/Civilization|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050106|NULL|NULL|NULL|NULL|European Studies/Civilization.
050107|Latin American Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050107|NULL|NULL|NULL|NULL|Latin American Studies.
050108|Near and Middle Eastern Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050108|NULL|NULL|NULL|NULL|Near and Middle Eastern Studies.
050109|Pacific Area/Pacific Rim Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050109|NULL|NULL|NULL|NULL|Pacific Area/Pacific Rim Studies.
050110|Russian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050110|NULL|NULL|NULL|NULL|Russian Studies.
050111|Scandinavian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050111|NULL|NULL|NULL|NULL|Scandinavian Studies.
050112|South Asian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050112|NULL|NULL|NULL|NULL|South Asian Studies.
050113|Southeast Asian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050113|NULL|NULL|NULL|NULL|Southeast Asian Studies.
050114|Western European Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050114|NULL|NULL|NULL|NULL|Western European Studies.
050115|Canadian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050115|NULL|NULL|NULL|NULL|Canadian Studies.
050116|Balkans Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Balkans Studies.
050117|Baltic Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Baltic Studies.
050118|Slavic Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Slavic Studies.
050119|Caribbean Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Caribbean Studies.
050120|Ural-Altaic and Central Asian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Ural-Altaic and Central Asian Studies.
050121|Commonwealth Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Commonwealth Studies.
050122|Regional Studies (U.S., Canadian, Foreign)|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Regional Studies (U.S., Canadian, Foreign)
050123|Chinese Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Chinese Studies.
050124|French Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|French Studies.
050125|German Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|German Studies.
050126|Italian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Italian Studies.
050127|Japanese Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Japanese Studies.
050128|Korean Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Korean Studies.
050129|Polish Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Polish Studies.
050130|Spanish and Iberian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Spanish and Iberian Studies.
050131|Tibetan Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Tibetan Studies.
050132|Ukraine Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Ukraine Studies.
050199|Area Studies, Other|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050199|NULL|NULL|NULL|NULL|Area Studies, Other.
050200|Ethnic, Cultural Minority, and Gender Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050200|NULL|NULL|NULL|NULL|Ethnic Studies.
050201|African-American/Black Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050201|NULL|NULL|NULL|NULL|African-American/Black Studies.
050202|American Indian/Native American Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050202|NULL|NULL|NULL|NULL|American Indian/Native American Studies.
050203|Hisp-Am, Puerto Rican, and Mex-Am/Chicano Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050203|NULL|NULL|NULL|NULL|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.
050206|Asian-American Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050206|NULL|NULL|NULL|NULL|Asian-American Studies.
050207|Women's Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050207|NULL|NULL|NULL|NULL|Women's Studies.
050208|Gay/Lesbian Studies|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Gay/Lesbian Studies.
050299|Ethnic, Cult Minority, and Gender Studies, Other|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|050299|NULL|NULL|NULL|NULL|Ethnic, Cultural Minority, Gender, and Group Studies, Other.
059900|Area, Ethnic, Cultural, and Gender Studies, Other|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|059900|NULL|NULL|NULL|NULL|NULL
059999|Area, Ethnic, Cultural, and Gender Studies, Other|05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|NULL|059999|NULL|NULL|NULL|NULL|Area, Ethnic, Cultural, and Gender Studies, Other.
090100|Communication and Media Studies|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090100|NULL|NULL|NULL|NULL|Communication, General.
090101|Comm Studies/Speech Communication and Rhetoric|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|Y|090101|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|ARTS AND COMM. SERVICE|NULL|NULL|Speech Communication and Rhetoric.
090102|Mass Communication/Media Studies|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090403|NULL|NULL|NULL|NULL|Mass Communication/Media Studies.
090199|Communication and Media Studies, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Communication and Media Studies, Other.
090400|Journalism|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090400|NULL|NULL|NULL|NULL|NULL
090401|Journalism|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090401|NULL|NULL|NULL|NULL|Journalism.
090402|Broadcast Journalism|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090402|NULL|NULL|F|NULL|Broadcast Journalism.
090404|Photojournalism|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|NEW|NULL|NULL|NULL|NULL|Photojournalism.
090499|Journalism, Other|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090499|NULL|NULL|NULL|NULL|Journalism, Other.
090700|Radio, Television, and Digital Communication|09|COMMUNICATION, JOURNALISM AND RELATED PROGRAMS|NULL|090700|NULL|NULL|NULL|NULL|NULL
